Operacja,CPU Limit,Procesy Klienckie,CPU Klient [%],RAM Klient [MiB],Odczyt Klient [MiB],Zapis Klient [MiB],Liczba probek
Dokument JSON: Zapis,2,4,153.54,121.4,0.0,0.0,2
Dokument JSON: Zapis,2,8,174.66666666666666,180.33333333333331,0.0,1024.0,3
Dokument JSON: Zapis,4,1,135.37,49.42,0.0,0.0,1
Dokument JSON: Zapis,4,2,250.43,85.05,0.0,0.0,1
Dokument JSON: Zapis,4,4,254.58,119.6,0.0,0.0,1
Dokument JSON: Zapis,4,8,270.14,175.86333333333334,0.0,0.0,3
Kolejka (push/pop),1,1,47.563273542600896,316.0588340807175,2.75,24368.07,223
Kolejka (push/pop),1,2,58.20783707865169,454.7670786516854,0.1900000000000004,48435.2,356
Kolejka (push/pop),1,4,75.26546282245828,624.2804248861912,0.6899999999999995,96870.4,659
Kolejka (push/pop),1,8,84.49651964162646,861.220355616816,1.4000000000000004,194560.0,1451
Kolejka (push/pop),2,1,47.74135135135135,294.95828828828826,4.27,24365.97,222
Kolejka (push/pop),2,2,70.53983333333333,422.8186,2.21,48640.00000000001,300
Kolejka (push/pop),2,4,87.37203603603604,591.4154954954954,1.3599999999999994,96870.4,555
Kolejka (push/pop),2,8,102.44333923826396,840.5123117803366,2.35,194560.0,1129
Kolejka (push/pop),4,1,48.486788990825694,322.8447247706422,1.42599609375,24366.48,218
Kolejka (push/pop),4,2,64.88789940828403,428.80227810650894,1.5499999999999998,48537.6,338
Kolejka (push/pop),4,4,93.20994296577946,619.3456273764258,1.6499999999999997,96563.2,526
Kolejka (push/pop),4,8,100.23102040816326,819.9689440993789,2.17,194560.0,1127
Mieszany (10W/90R),1,1,101.39,717.2,0.0,0.0,1
Mieszany (10W/90R),1,2,100.12,731.4,0.0,0.0,2
Mieszany (10W/90R),1,4,102.4325,771.125,0.1000000000000014,0.0,4
Mieszany (10W/90R),1,8,94.238,817.3100000000001,0.0,0.0,10
Mieszany (10W/90R),2,1,120.46,663.5,0.0,0.0,1
Mieszany (10W/90R),2,2,164.735,704.4,0.0,102.40000000000872,2
Mieszany (10W/90R),2,4,193.89333333333332,743.9333333333334,0.0,0.0,3
Mieszany (10W/90R),2,8,160.844,771.02,0.0,204.7999999999884,5
Mieszany (10W/90R),4,1,190.5,689.3,0.0,0.0,1
Mieszany (10W/90R),4,2,201.53,694.5,0.0,0.0,1
Mieszany (10W/90R),4,4,277.345,729.0999999999999,0.0,102.39999999999418,2
Mieszany (10W/90R),4,8,216.762,761.04,4.100000000000001,307.1999999999971,5
Mieszany (50/50),1,1,101.39,717.2,0.0,0.0,1
Mieszany (50/50),1,2,100.12,731.4,0.0,0.0,2
Mieszany (50/50),1,4,102.4325,771.125,0.1000000000000014,0.0,4
Mieszany (50/50),1,8,94.238,817.3100000000001,0.0,0.0,10
Mieszany (50/50),2,1,120.46,663.5,0.0,0.0,1
Mieszany (50/50),2,2,164.735,704.4,0.0,102.40000000000872,2
Mieszany (50/50),2,4,193.89333333333332,743.9333333333334,0.0,0.0,3
Mieszany (50/50),2,8,160.844,771.02,0.0,204.7999999999884,5
Mieszany (50/50),4,1,190.5,689.3,0.0,0.0,1
Mieszany (50/50),4,2,201.53,694.5,0.0,0.0,1
Mieszany (50/50),4,4,277.345,729.0999999999999,0.0,102.39999999999418,2
Mieszany (50/50),4,8,216.762,761.04,4.100000000000001,307.1999999999971,5
Mieszany (90W/10R),1,1,101.39,717.2,0.0,0.0,1
Mieszany (90W/10R),1,2,100.12,731.4,0.0,0.0,2
Mieszany (90W/10R),1,4,102.4325,771.125,0.1000000000000014,0.0,4
Mieszany (90W/10R),1,8,94.238,817.3100000000001,0.0,0.0,10
Mieszany (90W/10R),2,1,120.46,663.5,0.0,0.0,1
Mieszany (90W/10R),2,2,164.735,704.4,0.0,102.40000000000872,2
Mieszany (90W/10R),2,4,193.89333333333332,743.9333333333334,0.0,0.0,3
Mieszany (90W/10R),2,8,160.844,771.02,0.0,204.7999999999884,5
Mieszany (90W/10R),4,1,190.5,689.3,0.0,0.0,1
Mieszany (90W/10R),4,2,201.53,694.5,0.0,0.0,1
Mieszany (90W/10R),4,4,277.345,729.0999999999999,0.0,102.39999999999418,2
Mieszany (90W/10R),4,8,216.762,761.04,4.100000000000001,307.1999999999971,5
